Age_Group,Gender,City_Tier,Occupation,Income,Fashion_Style,Fashion_Importance,Style_Approach,Shopping_Frequency,Shopping_Channel,Browsing_Time,Product_Type,Combo_Purchase,Color_Preference,Fit,Avg_Order_Value,Monthly_Budget,Price_Reaction,Decision_Factor,Discount_Importance,Discount_Trigger,Pain_Point,New_Brand_Trigger,Purchase_Intent_30d
25-34,Female,Tier 1,Student,<10k,Minimalist,Medium,Follow trends,Rare,Online,<1hr,Jackets,Dress+Accessories,Neutral,Regular,<500,1000-3000,Switch brand,Brand,Low,60%+,Delivery,Trendy,Probably Not
25-34,Female,Tier 3,Other,1L+,Minimalist,High,Own style,Monthly,Online,<1hr,Jackets,Dress+Accessories,Dark,Regular,2000-5000,3000-7000,Still buy,Price,High,10-20%,Size,Reviews,Probably Not
18-24,Female,Tier 1,Business Owner,10k-25k,Bold,Medium,Own style,Rare,Online,<1hr,Jackets,Dress+Accessories,Bright,Regular,<500,3000-7000,Still buy,Reviews,Medium,60%+,Size,Trendy,Probably
25-34,Female,Tier 3,Other,1L+,Trendy,High,Comfort first,Monthly,Both,5hr+,Co-ords,Dress+Accessories,Neutral,Regular,<500,3000-7000,Still buy,Reviews,High,60%+,Quality,Trendy,Probably
18-24,Male,Tier 1,Business Owner,1L+,Minimalist,High,Own style,Occasional,Online,<1hr,Jeans,None,Bright,Oversized,<500,1000-3000,Still buy,Influencer,Low,40-60%,Returns,Affordable,Probably
25-34,Male,Tier 2,Working Professional,50k-1L,Bold,High,Follow trends,Monthly,Online,3-5hr,Tops,None,Neutral,Oversized,5000+,7000+,Still buy,Brand,High,60%+,Returns,Affordable,Probably
25-34,Non-binary,Tier 3,Working Professional,10k-25k,Trendy,High,Comfort first,Monthly,Both,5hr+,Jeans,Dress+Accessories,Neutral,Oversized,5000+,3000-7000,Buy less,Price,High,40-60%,Quality,Affordable,Probably
18-24,Male,Tier 1,Homemaker,10k-25k,Minimalist,High,Follow trends,Monthly,Online,<1hr,Jeans,Dress+Accessories,Dark,Oversized,2000-5000,3000-7000,Still buy,Influencer,Medium,10-20%,Quality,Affordable,Probably
18-24,Female,Tier 3,Business Owner,1L+,Minimalist,High,Follow trends,Monthly,Online,<1hr,Dresses,Top+Jeans,Bright,Oversized,2000-5000,7000+,Buy less,Price,High,40-60%,Returns,Influencer,Definitely Not
35-44,Female,Tier 2,Working Professional,10k-25k,Bold,Low,Own style,Occasional,Online,<1hr,Tops,Top+Jeans,Neutral,Regular,500-1000,Outlier,Still buy,Price,High,60%+,Returns,Influencer,Probably Not
25-34,Female,Tier 3,Other,10k-25k,Minimalist,Medium,Follow trends,Occasional,Online,5hr+,Co-ords,Dress+Accessories,Bright,Slim,5000+,7000+,Buy less,Reviews,Medium,10-20%,Size,Trendy,Probably Not
18-24,Prefer not to say,Tier 2,Student,50k-1L,Classic,High,Own style,Monthly,Online,<1hr,Dresses,Dress+Accessories,Bright,Slim,2000-5000,3000-7000,Still buy,Influencer,Low,20-40%,Size,Influencer,Definitely Not
45+,Male,Tier 1,Student,25k-50k,Trendy,High,Follow trends,Rare,Both,<1hr,Dresses,Dress+Accessories,Pastel,Oversized,2000-5000,7000+,Still buy,Reviews,Medium,20-40%,Size,Reviews,Not Sure
18-24,Male,Tier 1,Business Owner,<10k,Trendy,Low,Comfort first,Monthly,Online,<1hr,Jackets,Top+Jeans,Dark,Regular,500-1000,<1000,Buy less,Quality,High,10-20%,Returns,Trendy,Definitely
25-34,Male,Tier 1,Homemaker,25k-50k,Classic,Medium,Follow trends,Rare,Offline,1-3hr,Co-ords,Dress+Accessories,Bright,Oversized,<500,1000-3000,Buy less,Price,Medium,10-20%,Quality,Trendy,Probably Not
45+,Male,Tier 1,Other,10k-25k,Bold,High,Own style,Monthly,Online,3-5hr,Jeans,Dress+Accessories,Bright,Slim,1000-2000,3000-7000,Switch brand,Influencer,Medium,60%+,Delivery,Reviews,Definitely
18-24,Male,Tier 1,Business Owner,1L+,Classic,Medium,Follow trends,Rare,Both,<1hr,Jeans,None,Bright,Regular,500-1000,7000+,Still buy,Brand,High,20-40%,Size,Trendy,Definitely
18-24,Male,Tier 1,Student,<10k,Classic,Medium,Own style,Weekly,Both,3-5hr,Jeans,None,Dark,Regular,1000-2000,<1000,Still buy,Reviews,Low,10-20%,Delivery,Reviews,Definitely
18-24,Female,Tier 2,Business Owner,<10k,Trendy,Medium,Own style,Monthly,Both,1-3hr,Jackets,Top+Jeans,Dark,Regular,500-1000,7000+,Buy less,Quality,Medium,20-40%,Quality,Affordable,Definitely
18-24,Female,Tier 2,Other,1L+,Bold,High,Comfort first,Monthly,Online,1-3hr,Jeans,None,Bright,Slim,500-1000,3000-7000,Buy less,Quality,Low,20-40%,Returns,Affordable,Probably Not
18-24,Male,Tier 1,Working Professional,<10k,Minimalist,High,Own style,Monthly,Both,<1hr,Tops,Top+Jeans,Dark,Slim,<500,3000-7000,Still buy,Quality,Medium,60%+,Size,Affordable,Probably Not
25-34,Male,Tier 1,Other,1L+,Classic,High,Comfort first,Occasional,Both,3-5hr,Jeans,Co-ords,Pastel,Oversized,2000-5000,3000-7000,Still buy,Reviews,High,10-20%,Returns,Reviews,Probably
18-24,Female,Tier 2,Working Professional,<10k,Classic,Low,Comfort first,Monthly,Both,5hr+,Jeans,Dress+Accessories,Dark,Oversized,5000+,3000-7000,Buy less,Brand,High,40-60%,Quality,Influencer,Definitely
25-34,Male,Tier 1,Working Professional,25k-50k,Bold,Medium,Follow trends,Rare,Online,<1hr,Tops,Top+Jeans,Pastel,Slim,500-1000,3000-7000,Buy less,Influencer,Medium,10-20%,Size,Influencer,Probably
45+,Male,Tier 1,Working Professional,<10k,Classic,High,Comfort first,Rare,Online,5hr+,Jackets,None,Pastel,Oversized,<500,<1000,Still buy,Price,Medium,20-40%,Quality,Trendy,Not Sure
35-44,Male,Tier 1,Business Owner,50k-1L,Bold,Low,Own style,Rare,Online,1-3hr,Dresses,Co-ords,Pastel,Slim,1000-2000,7000+,Buy less,Brand,Medium,40-60%,Quality,Affordable,Probably
25-34,Female,Tier 3,Student,1L+,Minimalist,Low,Own style,Rare,Online,1-3hr,Co-ords,None,Neutral,Regular,2000-5000,7000+,Buy less,Reviews,High,40-60%,Size,Affordable,Definitely Not
18-24,Male,Tier 3,Business Owner,<10k,Bold,Low,Comfort first,Occasional,Both,3-5hr,Jackets,Top+Jeans,Dark,Oversized,500-1000,3000-7000,Still buy,Influencer,Medium,20-40%,Delivery,Trendy,Definitely
25-34,Non-binary,Tier 1,Student,1L+,Minimalist,Low,Follow trends,Rare,Offline,5hr+,Jeans,Co-ords,Bright,Slim,1000-2000,7000+,Switch brand,Price,High,40-60%,Size,Affordable,Definitely Not
25-34,Male,Tier 2,Other,50k-1L,Bold,Low,Comfort first,Rare,Offline,5hr+,Dresses,None,Pastel,Slim,500-1000,<1000,Buy less,Influencer,Medium,40-60%,Returns,Affordable,Definitely
25-34,Female,Tier 2,Homemaker,<10k,Classic,High,Comfort first,Monthly,Online,<1hr,Co-ords,Co-ords,Bright,Slim,5000+,3000-7000,Switch brand,Price,High,10-20%,Delivery,Reviews,Probably
18-24,Male,Tier 2,Other,<10k,Minimalist,Medium,Own style,Occasional,Online,3-5hr,Co-ords,Dress+Accessories,Pastel,Oversized,5000+,1000-3000,Buy less,Price,Medium,20-40%,Size,Trendy,Probably
35-44,Male,Tier 2,Business Owner,50k-1L,Classic,Medium,Follow trends,Rare,Online,3-5hr,Co-ords,Dress+Accessories,Bright,Oversized,2000-5000,<1000,Switch brand,Quality,Low,60%+,Size,Reviews,Not Sure
25-34,Female,Tier 2,Business Owner,50k-1L,Minimalist,High,Follow trends,Occasional,Online,5hr+,Tops,Co-ords,Neutral,Regular,1000-2000,3000-7000,Buy less,Reviews,Low,40-60%,Size,Affordable,Definitely
18-24,Female,Tier 1,Student,50k-1L,Bold,High,Follow trends,Monthly,Both,1-3hr,Tops,None,Pastel,Oversized,5000+,7000+,Switch brand,Brand,High,20-40%,Size,Affordable,Probably Not
18-24,Female,Tier 1,Business Owner,1L+,Bold,Low,Follow trends,Weekly,Online,3-5hr,Dresses,None,Neutral,Oversized,<500,<1000,Switch brand,Quality,Medium,10-20%,Size,Trendy,Definitely
25-34,Female,Tier 2,Working Professional,50k-1L,Bold,High,Own style,Occasional,Both,1-3hr,Jeans,None,Neutral,Oversized,2000-5000,3000-7000,Buy less,Quality,Low,10-20%,Returns,Affordable,Not Sure
35-44,Female,Tier 3,Business Owner,1L+,Trendy,Low,Follow trends,Rare,Online,<1hr,Dresses,Dress+Accessories,Dark,Regular,500-1000,7000+,Switch brand,Influencer,Medium,10-20%,Quality,Influencer,Definitely
35-44,Female,Tier 2,Student,25k-50k,Trendy,High,Follow trends,Monthly,Both,3-5hr,Jeans,Top+Jeans,Bright,Regular,1000-2000,7000+,Still buy,Price,Medium,40-60%,Returns,Reviews,Probably
35-44,Female,Tier 3,Student,<10k,Minimalist,High,Follow trends,Monthly,Online,3-5hr,Jackets,Top+Jeans,Pastel,Regular,1000-2000,3000-7000,Still buy,Price,Medium,60%+,Quality,Reviews,Definitely
Under 18,Male,Tier 3,Working Professional,<10k,Trendy,High,Own style,Monthly,Online,<1hr,Co-ords,Co-ords,Neutral,Oversized,<500,<1000,Still buy,Influencer,Low,10-20%,Size,Influencer,Definitely Not
25-34,Male,Tier 1,Student,10k-25k,Bold,High,Own style,Occasional,Online,3-5hr,Co-ords,None,Bright,Slim,5000+,3000-7000,Switch brand,Reviews,High,60%+,Returns,Trendy,Definitely
25-34,Male,Tier 2,Homemaker,25k-50k,Trendy,Medium,Follow trends,Monthly,Online,5hr+,Tops,Co-ords,Dark,Oversized,1000-2000,3000-7000,Buy less,Price,Low,20-40%,Quality,Trendy,Probably
Under 18,Female,Tier 2,Other,50k-1L,Trendy,Medium,Own style,Occasional,Offline,5hr+,Jackets,Top+Jeans,Bright,Regular,<500,3000-7000,Switch brand,Quality,High,10-20%,Quality,Affordable,Probably
18-24,Male,Tier 3,Business Owner,50k-1L,Classic,High,Comfort first,Rare,Both,<1hr,Jackets,Top+Jeans,Bright,Oversized,<500,3000-7000,Buy less,Quality,Low,40-60%,Size,Trendy,Not Sure
35-44,Male,Tier 3,Homemaker,25k-50k,Minimalist,High,Follow trends,Occasional,Online,1-3hr,Jeans,None,Dark,Oversized,500-1000,3000-7000,Switch brand,Price,Medium,10-20%,Size,Influencer,Definitely
18-24,Female,Tier 2,Business Owner,50k-1L,Minimalist,High,Own style,Monthly,Online,1-3hr,Jackets,Co-ords,Dark,Slim,<500,7000+,Buy less,Price,Medium,40-60%,Delivery,Trendy,Probably Not
25-34,Female,Tier 1,Homemaker,10k-25k,Minimalist,High,Follow trends,Rare,Both,3-5hr,Tops,None,Dark,Slim,2000-5000,3000-7000,Switch brand,Reviews,Medium,20-40%,Delivery,Affordable,Probably
18-24,Female,Tier 2,Business Owner,1L+,Trendy,Medium,Follow trends,Occasional,Online,1-3hr,Jeans,Top+Jeans,Neutral,Oversized,1000-2000,<1000,Switch brand,Price,Low,60%+,Quality,Influencer,Probably
Under 18,Male,Tier 1,Working Professional,<10k,Bold,High,Own style,Weekly,Online,1-3hr,Dresses,Top+Jeans,Bright,Regular,2000-5000,1000-3000,Still buy,Reviews,Low,60%+,Delivery,Affordable,Probably
18-24,Female,Tier 2,Student,25k-50k,Classic,High,Comfort first,Monthly,Both,<1hr,Jeans,None,Dark,Oversized,<500,3000-7000,Switch brand,Quality,High,60%+,Returns,Reviews,Probably
45+,Male,Tier 3,Student,<10k,Minimalist,High,Follow trends,Occasional,Online,1-3hr,Dresses,Co-ords,Bright,Oversized,<500,<1000,Still buy,Reviews,Low,10-20%,Quality,Reviews,Probably
35-44,Male,Tier 1,Working Professional,1L+,Trendy,High,Comfort first,Occasional,Both,1-3hr,Jeans,Dress+Accessories,Bright,Oversized,2000-5000,1000-3000,Buy less,Price,High,10-20%,Returns,Trendy,Probably
45+,Male,Tier 2,Homemaker,25k-50k,Bold,High,Own style,Rare,Both,1-3hr,Co-ords,None,Neutral,Regular,500-1000,<1000,Buy less,Brand,Low,20-40%,Delivery,Influencer,Definitely
25-34,Male,Tier 2,Other,1L+,Classic,High,Follow trends,Monthly,Both,5hr+,Dresses,Top+Jeans,Bright,Regular,<500,7000+,Still buy,Price,Medium,60%+,Returns,Influencer,Probably Not
18-24,Male,Tier 2,Homemaker,50k-1L,Classic,Low,Own style,Monthly,Both,5hr+,Tops,Dress+Accessories,Neutral,Regular,2000-5000,7000+,Switch brand,Brand,Low,20-40%,Quality,Influencer,Definitely
25-34,Female,Tier 1,Student,50k-1L,Minimalist,Low,Own style,Weekly,Online,<1hr,Dresses,None,Dark,Regular,2000-5000,1000-3000,Buy less,Quality,Medium,40-60%,Returns,Affordable,Definitely
25-34,Male,Tier 2,Other,50k-1L,Minimalist,Medium,Own style,Occasional,Online,3-5hr,Dresses,Dress+Accessories,Dark,Regular,1000-2000,1000-3000,Switch brand,Influencer,Low,10-20%,Quality,Influencer,Not Sure
35-44,Female,Tier 3,Business Owner,1L+,Bold,High,Own style,Occasional,Both,<1hr,Jeans,None,Bright,Oversized,500-1000,1000-3000,Switch brand,Quality,High,60%+,Delivery,Trendy,Probably
18-24,Female,Tier 3,Other,1L+,Trendy,High,Follow trends,Monthly,Online,3-5hr,Co-ords,Top+Jeans,Neutral,Regular,5000+,7000+,Switch brand,Quality,Low,10-20%,Quality,Reviews,Probably
25-34,Male,Tier 1,Homemaker,1L+,Bold,Medium,Comfort first,Monthly,Offline,3-5hr,Jeans,None,Neutral,Oversized,2000-5000,7000+,Buy less,Quality,Medium,60%+,Delivery,Trendy,Not Sure
18-24,Female,Tier 3,Working Professional,<10k,Minimalist,Medium,Comfort first,Rare,Both,1-3hr,Jeans,Dress+Accessories,Pastel,Oversized,1000-2000,<1000,Buy less,Reviews,Low,60%+,Size,Reviews,Probably
18-24,Male,Tier 2,Business Owner,1L+,Bold,Low,Follow trends,Rare,Offline,1-3hr,Co-ords,Co-ords,Pastel,Oversized,5000+,7000+,Switch brand,Quality,High,10-20%,Delivery,Reviews,Probably
35-44,Female,Tier 1,Homemaker,50k-1L,Trendy,High,Follow trends,Monthly,Online,<1hr,Jeans,Top+Jeans,Dark,Slim,1000-2000,1000-3000,Still buy,Influencer,High,10-20%,Quality,Trendy,Probably
25-34,Male,Tier 1,Business Owner,10k-25k,Classic,High,Comfort first,Occasional,Online,<1hr,Co-ords,Top+Jeans,Dark,Regular,1000-2000,3000-7000,Still buy,Price,High,20-40%,Quality,Reviews,Probably
18-24,Male,Tier 1,Other,1L+,Classic,Medium,Comfort first,Occasional,Online,<1hr,Tops,Dress+Accessories,Pastel,Regular,500-1000,3000-7000,Still buy,Brand,High,10-20%,Size,Reviews,Definitely Not
18-24,Male,Tier 3,Student,10k-25k,Classic,Medium,Follow trends,Monthly,Online,5hr+,Co-ords,None,Neutral,Oversized,<500,1000-3000,Switch brand,Quality,Low,10-20%,Size,Affordable,Probably
25-34,Female,Tier 2,Homemaker,50k-1L,Classic,Medium,Own style,Monthly,Both,5hr+,Jackets,None,Bright,Slim,500-1000,Outlier,Still buy,Brand,High,10-20%,Delivery,Trendy,Not Sure
35-44,Female,Tier 2,Working Professional,1L+,Minimalist,Medium,Follow trends,Monthly,Both,5hr+,Co-ords,None,Bright,Regular,5000+,1000-3000,Buy less,Quality,Low,40-60%,Returns,Trendy,Not Sure
35-44,Male,Tier 1,Other,<10k,Minimalist,Low,Comfort first,Monthly,Both,5hr+,Co-ords,Top+Jeans,Neutral,Oversized,500-1000,7000+,Still buy,Reviews,Low,40-60%,Returns,Trendy,Probably Not
45+,Female,Tier 2,Homemaker,<10k,Trendy,Medium,Own style,Occasional,Online,5hr+,Jackets,Top+Jeans,Dark,Slim,<500,3000-7000,Still buy,Brand,Low,40-60%,Size,Reviews,Probably Not
35-44,Female,Tier 1,Working Professional,10k-25k,Trendy,Low,Comfort first,Monthly,Online,1-3hr,Co-ords,Dress+Accessories,Bright,Oversized,500-1000,<1000,Switch brand,Quality,High,20-40%,Delivery,Influencer,Definitely
18-24,Female,Tier 1,Homemaker,<10k,Trendy,Low,Own style,Monthly,Online,3-5hr,Dresses,None,Neutral,Slim,500-1000,7000+,Buy less,Quality,High,20-40%,Size,Influencer,Probably
25-34,Female,Tier 2,Other,<10k,Trendy,Medium,Comfort first,Monthly,Online,5hr+,Jeans,None,Bright,Oversized,500-1000,<1000,Buy less,Influencer,Low,60%+,Size,Reviews,Probably Not
25-34,Female,Tier 1,Homemaker,<10k,Bold,High,Own style,Weekly,Online,<1hr,Jeans,Dress+Accessories,Neutral,Regular,2000-5000,3000-7000,Still buy,Influencer,Low,20-40%,Quality,Influencer,Not Sure
18-24,Female,Tier 3,Business Owner,50k-1L,Trendy,High,Follow trends,Occasional,Online,3-5hr,Tops,Top+Jeans,Pastel,Oversized,2000-5000,<1000,Switch brand,Influencer,Low,10-20%,Quality,Influencer,Definitely
35-44,Female,Tier 1,Other,<10k,Classic,Medium,Follow trends,Monthly,Online,5hr+,Tops,Top+Jeans,Pastel,Oversized,500-1000,<1000,Switch brand,Reviews,Medium,60%+,Quality,Reviews,Probably
Under 18,Male,Tier 2,Homemaker,25k-50k,Classic,High,Own style,Monthly,Online,5hr+,Jackets,Co-ords,Bright,Slim,<500,1000-3000,Still buy,Brand,Medium,10-20%,Size,Trendy,Probably
45+,Male,Tier 2,Student,1L+,Classic,Low,Own style,Rare,Both,1-3hr,Dresses,Co-ords,Bright,Slim,<500,<1000,Buy less,Reviews,High,60%+,Delivery,Affordable,Probably Not
25-34,Male,Tier 2,Homemaker,<10k,Bold,High,Follow trends,Monthly,Online,1-3hr,Tops,None,Bright,Regular,<500,3000-7000,Buy less,Price,Medium,20-40%,Returns,Trendy,Not Sure
25-34,Female,Tier 1,Business Owner,<10k,Trendy,High,Follow trends,Occasional,Both,1-3hr,Jeans,Top+Jeans,Bright,Oversized,<500,7000+,Buy less,Quality,Low,40-60%,Returns,Trendy,Not Sure
25-34,Female,Tier 1,Working Professional,<10k,Classic,Medium,Own style,Monthly,Online,5hr+,Tops,None,Pastel,Slim,1000-2000,<1000,Switch brand,Quality,Low,10-20%,Quality,Trendy,Probably
35-44,Male,Tier 3,Working Professional,25k-50k,Classic,High,Own style,Rare,Online,1-3hr,Tops,Top+Jeans,Pastel,Regular,500-1000,7000+,Still buy,Quality,High,60%+,Delivery,Affordable,Definitely
25-34,Female,Tier 1,Working Professional,<10k,Classic,High,Follow trends,Occasional,Online,5hr+,Co-ords,Co-ords,Neutral,Regular,500-1000,1000-3000,Switch brand,Influencer,High,40-60%,Quality,Trendy,Definitely
25-34,Male,Tier 3,Student,<10k,Classic,High,Comfort first,Monthly,Offline,3-5hr,Tops,Dress+Accessories,Bright,Slim,1000-2000,3000-7000,Buy less,Quality,Medium,10-20%,Delivery,Influencer,Probably
18-24,Male,Tier 3,Business Owner,1L+,Minimalist,Medium,Follow trends,Occasional,Online,3-5hr,Jackets,Top+Jeans,Pastel,Slim,<500,3000-7000,Switch brand,Influencer,Low,10-20%,Delivery,Affordable,Definitely
25-34,Prefer not to say,Tier 1,Other,25k-50k,Trendy,High,Own style,Weekly,Online,5hr+,Jeans,Co-ords,Dark,Oversized,5000+,7000+,Buy less,Price,High,40-60%,Delivery,Influencer,Definitely
18-24,Male,Tier 1,Working Professional,25k-50k,Trendy,Low,Own style,Rare,Both,<1hr,Jackets,Co-ords,Neutral,Regular,5000+,3000-7000,Still buy,Reviews,High,20-40%,Size,Affordable,Probably
35-44,Male,Tier 2,Business Owner,<10k,Bold,High,Comfort first,Monthly,Online,5hr+,Jackets,Top+Jeans,Neutral,Slim,1000-2000,1000-3000,Buy less,Reviews,Medium,40-60%,Delivery,Influencer,Probably Not
25-34,Female,Tier 3,Homemaker,25k-50k,Minimalist,Low,Follow trends,Occasional,Online,3-5hr,Dresses,None,Neutral,Regular,5000+,7000+,Still buy,Reviews,High,20-40%,Size,Trendy,Definitely
25-34,Female,Tier 3,Student,10k-25k,Bold,High,Own style,Monthly,Online,3-5hr,Co-ords,Top+Jeans,Dark,Oversized,Outlier,3000-7000,Switch brand,Influencer,Medium,60%+,Returns,Trendy,Probably
Under 18,Male,Tier 2,Business Owner,25k-50k,Classic,High,Follow trends,Occasional,Online,5hr+,Jackets,Co-ords,Dark,Slim,500-1000,1000-3000,Switch brand,Brand,Low,20-40%,Returns,Trendy,Probably Not
18-24,Female,Tier 2,Business Owner,25k-50k,Bold,High,Own style,Rare,Both,5hr+,Dresses,Top+Jeans,Dark,Regular,5000+,1000-3000,Switch brand,Brand,Medium,60%+,Size,Influencer,Probably
35-44,Female,Tier 1,Other,25k-50k,Classic,High,Comfort first,Rare,Offline,5hr+,Jeans,Dress+Accessories,Pastel,Slim,2000-5000,<1000,Buy less,Price,High,60%+,Returns,Influencer,Probably
18-24,Male,Tier 3,Business Owner,50k-1L,Classic,Medium,Follow trends,Monthly,Online,3-5hr,Jeans,None,Dark,Oversized,500-1000,3000-7000,Still buy,Brand,Medium,60%+,Returns,Reviews,Probably Not
18-24,Male,Tier 3,Other,50k-1L,Trendy,High,Follow trends,Monthly,Online,<1hr,Dresses,Top+Jeans,Neutral,Oversized,2000-5000,7000+,Switch brand,Price,Medium,60%+,Quality,Influencer,Not Sure
Under 18,Female,Tier 1,Student,50k-1L,Trendy,High,Comfort first,Monthly,Both,5hr+,Jackets,Co-ords,Bright,Oversized,500-1000,<1000,Switch brand,Quality,Low,10-20%,Size,Affordable,Probably Not
45+,Male,Tier 1,Student,25k-50k,Trendy,Medium,Own style,Monthly,Online,3-5hr,Jackets,Co-ords,Neutral,Oversized,500-1000,7000+,Still buy,Reviews,Medium,60%+,Size,Trendy,Probably
35-44,Female,Tier 1,Homemaker,10k-25k,Trendy,High,Own style,Monthly,Both,5hr+,Co-ords,None,Neutral,Slim,Outlier,<1000,Buy less,Influencer,High,10-20%,Size,Affordable,Definitely Not
18-24,Female,Tier 1,Other,25k-50k,Trendy,High,Follow trends,Monthly,Online,3-5hr,Co-ords,Top+Jeans,Pastel,Slim,1000-2000,1000-3000,Switch brand,Price,High,10-20%,Quality,Reviews,Definitely
18-24,Prefer not to say,Tier 3,Other,<10k,Minimalist,Medium,Comfort first,Monthly,Both,5hr+,Jeans,Co-ords,Neutral,Regular,5000+,<1000,Buy less,Influencer,Low,60%+,Size,Reviews,Definitely Not
18-24,Male,Tier 1,Working Professional,10k-25k,Trendy,Low,Follow trends,Monthly,Both,3-5hr,Co-ords,None,Pastel,Regular,<500,<1000,Buy less,Influencer,Low,20-40%,Returns,Influencer,Definitely Not
35-44,Non-binary,Tier 1,Working Professional,50k-1L,Bold,High,Follow trends,Monthly,Both,5hr+,Dresses,Dress+Accessories,Pastel,Slim,2000-5000,<1000,Buy less,Reviews,Low,20-40%,Delivery,Trendy,Not Sure
25-34,Male,Tier 1,Homemaker,1L+,Classic,High,Own style,Monthly,Online,1-3hr,Jeans,None,Bright,Slim,<500,3000-7000,Switch brand,Quality,High,40-60%,Quality,Affordable,Not Sure
18-24,Male,Tier 3,Student,10k-25k,Trendy,Low,Own style,Monthly,Offline,5hr+,Jackets,Top+Jeans,Neutral,Regular,500-1000,Outlier,Switch brand,Quality,Medium,10-20%,Quality,Reviews,Probably Not
18-24,Male,Tier 2,Working Professional,50k-1L,Minimalist,High,Own style,Occasional,Offline,3-5hr,Jeans,Top+Jeans,Bright,Slim,5000+,1000-3000,Still buy,Brand,High,10-20%,Size,Reviews,Probably
18-24,Male,Tier 2,Business Owner,10k-25k,Bold,Low,Own style,Weekly,Offline,5hr+,Tops,Co-ords,Bright,Oversized,<500,7000+,Still buy,Quality,High,20-40%,Delivery,Affordable,Not Sure
25-34,Female,Tier 1,Student,10k-25k,Bold,High,Own style,Monthly,Online,<1hr,Jeans,Dress+Accessories,Neutral,Oversized,<500,3000-7000,Buy less,Reviews,Low,10-20%,Delivery,Reviews,Definitely Not
35-44,Male,Tier 3,Business Owner,25k-50k,Classic,Low,Comfort first,Monthly,Both,5hr+,Co-ords,Top+Jeans,Neutral,Oversized,<500,1000-3000,Switch brand,Influencer,Low,20-40%,Delivery,Affordable,Definitely
18-24,Male,Tier 3,Other,<10k,Bold,High,Follow trends,Monthly,Online,5hr+,Dresses,Co-ords,Dark,Regular,500-1000,3000-7000,Buy less,Price,Medium,40-60%,Returns,Trendy,Definitely Not
Under 18,Female,Tier 1,Student,1L+,Bold,Low,Comfort first,Occasional,Online,5hr+,Jackets,None,Dark,Slim,500-1000,7000+,Still buy,Price,Medium,60%+,Delivery,Influencer,Probably Not
18-24,Male,Tier 1,Homemaker,50k-1L,Bold,High,Follow trends,Monthly,Both,<1hr,Jackets,None,Pastel,Regular,500-1000,7000+,Buy less,Quality,Medium,60%+,Size,Affordable,Probably Not
45+,Female,Tier 1,Other,10k-25k,Bold,Medium,Own style,Monthly,Online,<1hr,Co-ords,Top+Jeans,Neutral,Regular,<500,7000+,Buy less,Brand,Medium,60%+,Returns,Trendy,Definitely
18-24,Male,Tier 1,Other,1L+,Minimalist,High,Comfort first,Rare,Both,<1hr,Co-ords,Dress+Accessories,Pastel,Slim,2000-5000,3000-7000,Switch brand,Price,High,40-60%,Delivery,Affordable,Definitely
35-44,Female,Tier 2,Business Owner,10k-25k,Classic,High,Follow trends,Rare,Both,1-3hr,Co-ords,Co-ords,Bright,Regular,5000+,3000-7000,Buy less,Brand,Medium,10-20%,Size,Reviews,Definitely Not
25-34,Female,Tier 3,Other,<10k,Trendy,Medium,Own style,Weekly,Both,<1hr,Tops,Top+Jeans,Bright,Oversized,5000+,7000+,Buy less,Price,High,40-60%,Returns,Trendy,Definitely
18-24,Male,Tier 2,Working Professional,1L+,Bold,Medium,Own style,Monthly,Both,1-3hr,Dresses,Co-ords,Dark,Slim,500-1000,7000+,Switch brand,Brand,High,10-20%,Returns,Affordable,Not Sure
18-24,Male,Tier 3,Student,50k-1L,Minimalist,Low,Comfort first,Monthly,Online,5hr+,Tops,None,Pastel,Oversized,<500,1000-3000,Switch brand,Brand,Medium,10-20%,Delivery,Trendy,Probably Not
18-24,Male,Tier 2,Working Professional,10k-25k,Classic,High,Comfort first,Monthly,Online,1-3hr,Co-ords,Co-ords,Neutral,Oversized,2000-5000,7000+,Still buy,Influencer,Medium,60%+,Returns,Affordable,Probably
25-34,Female,Tier 2,Business Owner,<10k,Trendy,Low,Comfort first,Monthly,Online,5hr+,Dresses,None,Neutral,Slim,1000-2000,<1000,Switch brand,Reviews,High,20-40%,Quality,Affordable,Not Sure
35-44,Male,Tier 2,Business Owner,1L+,Classic,High,Own style,Occasional,Online,1-3hr,Co-ords,Dress+Accessories,Dark,Oversized,500-1000,3000-7000,Buy less,Price,Low,20-40%,Size,Trendy,Definitely
25-34,Male,Tier 1,Student,10k-25k,Minimalist,Low,Follow trends,Monthly,Online,<1hr,Dresses,Dress+Accessories,Dark,Oversized,1000-2000,1000-3000,Still buy,Quality,Medium,60%+,Delivery,Trendy,Probably
25-34,Male,Tier 1,Other,10k-25k,Minimalist,Low,Follow trends,Rare,Both,<1hr,Jackets,None,Pastel,Oversized,5000+,3000-7000,Still buy,Reviews,Low,10-20%,Size,Trendy,Probably
Under 18,Male,Tier 2,Homemaker,50k-1L,Minimalist,High,Comfort first,Monthly,Online,1-3hr,Tops,Top+Jeans,Dark,Slim,5000+,7000+,Still buy,Influencer,High,40-60%,Size,Reviews,Not Sure
45+,Female,Tier 1,Business Owner,<10k,Bold,Low,Follow trends,Monthly,Online,1-3hr,Co-ords,None,Dark,Slim,2000-5000,<1000,Still buy,Influencer,Low,60%+,Quality,Influencer,Probably Not
